[0:01:13.398501] The current delay is 0.0
[0:01:18.191090] The current count is: 775
[0:01:18.195910] The current count is: 776
[0:01:18.200669] The current count is: 777
[0:01:18.205509] The current count is: 778
[0:01:18.210292] The current count is: 779
[0:01:18.215073] The current count is: 780
[0:01:18.219849] The current count is: 781
[0:01:18.224712] The current count is: 782
[0:01:18.229515] The current count is: 783
[0:01:18.234312] The current count is: 784
[0:01:18.239095] The current count is: 785
[0:01:18.243866] The current count is: 786
[0:01:18.248685] The current count is: 787
[0:01:18.253524] The current count is: 788
[0:01:18.258354] The current count is: 789
[0:01:18.263177] The current count is: 790
[0:01:18.268059] The current count is: 791
[0:01:18.272847] The current count is: 792
[0:01:18.277701] The current count is: 793
[0:01:18.282518] The current count is: 794
[0:01:18.287375] The current count is: 795
[0:01:18.292186] The current count is: 796
[0:01:18.297024] The current count is: 797
[0:01:18.301853] The current count is: 798
[0:01:18.306683] The current count is: 799
[0:01:18.311474] The current count is: 800
[0:01:18.316266] The current count is: 801
[0:01:18.321236] The current count is: 802
[0:01:18.326068] The current count is: 803
[0:01:18.330883] The current count is: 804
[0:01:18.335678] The current count is: 805
[0:01:18.340555] The current count is: 806
[0:01:18.345413] The current count is: 807
[0:01:18.350286] The current count is: 808
[0:01:18.355141] The current count is: 809
[0:01:18.359942] The current count is: 810
[0:01:18.364743] The current count is: 811
[0:01:18.369575] The current count is: 812
[0:01:18.374457] The current count is: 813
[0:01:18.379288] The current count is: 814
[0:01:18.384109] The current count is: 815
[0:01:18.388953] The current count is: 816
[0:01:18.393822] The current count is: 817
[0:01:18.398590] The current count is: 818
[0:01:18.410670] The current count is: 819
[0:01:18.415462] The current count is: 820
[0:01:18.420320] The current count is: 821
[0:01:18.425160] The current count is: 822
[0:01:18.429954] The current count is: 823
[0:01:18.434731] The current count is: 824
[0:01:18.439595] The current count is: 825
[0:01:18.444449] The current count is: 826
[0:01:18.449258] The current count is: 827
[0:01:18.454092] The current count is: 828
[0:01:18.458884] The current count is: 829
[0:01:18.469751] The current count is: 830
[0:01:18.474454] The current count is: 831
[0:01:18.479118] The current count is: 832
[0:01:18.483827] The current count is: 833
[0:01:18.488485] The current count is: 834
[0:01:18.493230] The current count is: 835
[0:01:18.497909] The current count is: 836
[0:01:18.502579] The current count is: 837
[0:01:18.507252] The current count is: 838
[0:01:18.511910] The current count is: 839
[0:01:18.516638] The current count is: 840
[0:01:18.521327] The current count is: 841
[0:01:18.526035] The current count is: 842
[0:01:18.530715] The current count is: 843
[0:01:18.535377] The current count is: 844
[0:01:18.540139] The current count is: 845
[0:01:18.544911] The current count is: 846
[0:01:18.549926] The current count is: 847
[0:01:18.554754] The current count is: 848
[0:01:18.559474] The current count is: 849
[0:01:18.564187] The current count is: 850
[0:01:18.568868] The current count is: 851
[0:01:18.573589] The current count is: 852
[0:01:18.578306] The current count is: 853
[0:01:18.583000] The current count is: 854
[0:01:18.587689] The current count is: 855
[0:01:18.592360] The current count is: 856
[0:01:18.597098] The current count is: 857
[0:01:18.601801] The current count is: 858
[0:01:18.606478] The current count is: 859
[0:01:18.611191] The current count is: 860
[0:01:18.615877] The current count is: 861
[0:01:18.620568] The current count is: 862
[0:01:18.625269] The current count is: 863
[0:01:18.629986] The current count is: 864
[0:01:18.634738] The current count is: 865
[0:01:18.639443] The current count is: 866
[0:01:18.644152] The current count is: 867
[0:01:18.648860] The current count is: 868
[0:01:18.653576] The current count is: 869
[0:01:18.658349] The current count is: 870
[0:01:18.663102] The current count is: 871
[0:01:18.667827] The current count is: 872
[0:01:18.672497] The current count is: 873
[0:01:18.677221] The current count is: 874
[0:01:18.681983] The current count is: 875
[0:01:18.686670] The current count is: 876
[0:01:18.691388] The current count is: 877
[0:01:18.696112] The current count is: 878
[0:01:18.700829] The current count is: 879
[0:01:18.705538] The current count is: 880
[0:01:18.710260] The current count is: 881
[0:01:18.714935] The current count is: 882
[0:01:18.719636] The current count is: 883
[0:01:18.724346] The current count is: 884
[0:01:18.729065] The current count is: 885
[0:01:18.733779] The current count is: 886
[0:01:18.738482] The current count is: 887
[0:01:18.743201] The current count is: 888
[0:01:18.747917] The current count is: 889
[0:01:18.752645] The current count is: 890
[0:01:18.757406] The current count is: 891
[0:01:18.762118] The current count is: 892
[0:01:18.766836] The current count is: 893
[0:01:18.771570] The current count is: 894
[0:01:18.776291] The current count is: 895
[0:01:18.781020] The current count is: 896
[0:01:18.785765] The current count is: 897
[0:01:18.790470] The current count is: 898
[0:01:18.795190] The current count is: 899
[0:01:18.799898] The current count is: 900
[0:01:18.804627] The current count is: 901
[0:01:18.809410] The current count is: 902
[0:01:18.814125] The current count is: 903
[0:01:18.818840] The current count is: 904
[0:01:18.823575] The current count is: 905
[0:01:18.828298] The current count is: 906
[0:01:18.833150] The current count is: 907
[0:01:18.837898] The current count is: 908
[0:01:18.842656] The current count is: 909
[0:01:18.847396] The current count is: 910
[0:01:18.852126] The current count is: 911
[0:01:18.856856] The current count is: 912
[0:01:18.861661] The current count is: 913
[0:01:18.866387] The current count is: 914
[0:01:18.871131] The current count is: 915
[0:01:18.875927] The current count is: 916
[0:01:18.880643] The current count is: 917
[0:01:18.885423] The current count is: 918
[0:01:18.890153] The current count is: 919
[0:01:18.894887] The current count is: 920
[0:01:18.899609] The current count is: 921
[0:01:18.904327] The current count is: 922
[0:01:18.909060] The current count is: 923
[0:01:18.913806] The current count is: 924
[0:01:18.922764] The current count is: 925
[0:01:18.927524] The current count is: 926
[0:01:18.932273] The current count is: 927
[0:01:18.937040] The current count is: 928
[0:01:18.941791] The current count is: 929
[0:01:18.946521] The current count is: 930
[0:01:18.951266] The current count is: 931
[0:01:18.955974] The current count is: 932
[0:01:18.960759] The current count is: 933
[0:01:18.965530] The current count is: 934
[0:01:18.970270] The current count is: 935
[0:01:18.975028] The current count is: 936
[0:01:18.979764] The current count is: 937
[0:01:18.984514] The current count is: 938
[0:01:18.989322] The current count is: 939
[0:01:18.994065] The current count is: 940
[0:01:18.998862] The current count is: 941
[0:01:19.003614] The current count is: 942
[0:01:19.008358] The current count is: 943
[0:01:19.013171] The current count is: 944
[0:01:19.017926] The current count is: 945
[0:01:19.022681] The current count is: 946
[0:01:19.027426] The current count is: 947
[0:01:19.032172] The current count is: 948
[0:01:19.036939] The current count is: 949
[0:01:19.041752] The current count is: 950
[0:01:19.046489] The current count is: 951
[0:01:19.051231] The current count is: 952
[0:01:19.056006] The current count is: 953
[0:01:19.060776] The current count is: 954
[0:01:19.065548] The current count is: 955
[0:01:19.070367] The current count is: 956
[0:01:19.075119] The current count is: 957
[0:01:19.079880] The current count is: 958
[0:01:19.084615] The current count is: 959
[0:01:19.089415] The current count is: 960
[0:01:19.094254] The current count is: 961
[0:01:19.099336] The current count is: 962
[0:01:19.104205] The current count is: 963
[0:01:19.109010] The current count is: 964
[0:01:19.113824] The current count is: 965
[0:01:19.118703] The current count is: 966
[0:01:19.123481] The current count is: 967
[0:01:19.128261] The current count is: 968
[0:01:19.133076] The current count is: 969
[0:01:19.137854] The current count is: 970
[0:01:19.142632] The current count is: 971
[0:01:19.147426] The current count is: 972
[0:01:19.152210] The current count is: 973
[0:01:19.156975] The current count is: 974
[0:01:19.161808] The current count is: 975
[0:01:19.166600] The current count is: 976
[0:01:19.171373] The current count is: 977
[0:01:19.176172] The current count is: 978
[0:01:19.180937] The current count is: 979
[0:01:19.185758] The current count is: 980
[0:01:19.190555] The current count is: 981
[0:01:19.195342] The current count is: 982
[0:01:19.200179] The current count is: 983
[0:01:19.204951] The current count is: 984
[0:01:19.209823] The current count is: 985
[0:01:19.214619] The current count is: 986
[0:01:19.219437] The current count is: 987
[0:01:19.224230] The current count is: 988
[0:01:19.229048] The current count is: 989
[0:01:19.233852] The current count is: 990
[0:01:19.238645] The current count is: 991
[0:01:19.243429] The current count is: 992
[0:01:19.248210] The current count is: 993
[0:01:19.253031] The current count is: 994
[0:01:19.257825] The current count is: 995
[0:01:19.751261] The current count is: 996
[0:01:20.052942] The current count is: 997
[0:01:20.057922] The current count is: 998
[0:01:20.062848] The current count is: 999
[0:01:20.067710] The current count is: 1000
[0:01:20.072591] The current count is: 1001
[0:01:20.077449] The current count is: 1002
[0:01:20.082326] The current count is: 1003
[0:01:20.087187] The current count is: 1004
[0:01:20.092028] The current count is: 1005
[0:01:20.096865] The current count is: 1006
[0:01:20.101723] The current count is: 1007
[0:01:20.106589] The current count is: 1008
[0:01:20.111425] The current count is: 1009
[0:01:20.116256] The current count is: 1010
[0:01:20.121162] The current count is: 1011
[0:01:20.125994] The current count is: 1012
[0:01:20.130844] The current count is: 1013
[0:01:20.135696] The current count is: 1014
[0:01:20.140527] The current count is: 1015
[0:01:20.145414] The current count is: 1016
[0:01:20.150324] The current count is: 1017
[0:01:20.155165] The current count is: 1018
[0:01:20.160005] The current count is: 1019
[0:01:20.169005] The current count is: 1020
[0:01:20.173860] The current count is: 1021
[0:01:20.178665] The current count is: 1022
[0:01:20.183462] The current count is: 1023
[0:01:20.188223] The current count is: 1024
[0:01:20.193037] The current count is: 1025
[0:01:20.197833] The current count is: 1026
[0:01:20.202610] The current count is: 1027
[0:01:20.207391] The current count is: 1028
[0:01:20.212168] The current count is: 1029
[0:01:20.216975] The current count is: 1030
[0:01:20.221814] The current count is: 1031
[0:01:20.226526] The current count is: 1032
[0:01:20.231234] The current count is: 1033
[0:01:20.235959] The current count is: 1034
[0:01:20.240668] The current count is: 1035
[0:01:20.245415] The current count is: 1036
[0:01:20.250141] The current count is: 1037
[0:01:20.254962] The current count is: 1038
[0:01:20.259683] The current count is: 1039
[0:01:20.264402] The current count is: 1040
[0:01:20.269164] The current count is: 1041
[0:01:20.761783] The current count is: 1042
[0:01:20.766595] The current count is: 1043
[0:01:20.771417] The current count is: 1044
[0:01:20.776167] The current count is: 1045
[0:01:20.780909] The current count is: 1046
